bizim;our;
sizi;you;
dur;Stop;
kimse;nobody;
göre;by;
asla;never;
özür;apology;
seninle;with you;
baba;father;
değilim;I am not;
aslında;actually;
önemli;important;
tekrar;again;
git;go;
nın;the;
yoksa;or;
hala;still;
işte;Request;
oh;oh;
benimle;with me;
içinde;in;
mısın;will you;
yine;again;
mü;is;
bence;in my opinion;
şekilde;the way;
olmak;be;
bugün;today;
söyle;tell;
birlikte;together;
olmaz;No way;
pekala;well;
uzun;long;
lazım;necessary;
biliyorsun;you know;
zaten;already;
para;money;
ilk;first;
geliyor;coming;
onunla;with him;
gerçek;real;
dostum;my friend;
al;get;
bakalım;let's see;
onlar;them;
haydi;lets;
birkaç;a few;
emin;sure;
üç;three;
herkes;everyone;
dakika;minute;
ı;I;
söyledi;told;
istiyorsun;Would you;
pek;very;
ister;either;
saat;hour;
yapıyorsun;you are doing;
eve;home;
yıl;year;
miyim;Can I;
çocuk;child;
yer;place;
hep;always;
şunu;it;
neler;What;
dilerim;I wish;
bekle;wait;
sizin;your;
bırak;leave;
olduğu;that;
ilgili;about;
gidelim;lets go;
yere;place;
etmek;to make;
an;moment;
dan;from;
nedir;what;
un;Fame;
nereye;where;
hepsi;all;
istemiyorum;I do not want;
olmalı;should be;
buradan;from here;
lanet;curse;
karşı;against;
kaç;escape;
az;little;
burası;here;
hazır;ready;
fakat;but;
eski;old;
çocuklar;children;
kendini;itself;
ediyorum;I would;
gerekiyor;need;
benden;me;
yapmak;make;
kadın;woman;
söz;promise;
kesinlikle;exactly;
zor;hard;
işe;if;
anda;currently;
tane;piece;
diğer;other;
dinle;listen;
bunlar;these;
işi;heat;
kişi;person;
görmek;see;
kabul;acceptance;
niye;why;
istiyor;wants;
seviyorum;I love;
aman;Oh;
sağ;right;
zorunda;must;
misiniz;Are you;
tanrı;God;
yarın;tomorrow;
kez;times;
bundan;from this;
İki;Two;
elbette;of course;
falan;like;
gidip;go;
hem;and;
YANLIŞ;false;
onlara;to them;
senden;from you;
hoş;pleasant;
doktor;doctor;
tatlım;sweetie;
yapma;making;
özel;special;
yemek;food;
hafta;week;
kontrol;control;
ediyor;ediyor;
gereken;required;
yerde;in place;
oraya;to there;
hâlâ;still;
geç;late;
dedim;I said;
mutlu;happy;
ye;eat;
bazı;Some;
birini;one;
ayrıca;also;
ondan;from him;
eminim;I am sure;
nereden;Where from;
etti;It has;
dışarı;out;
beri;since;
gitti;gone;
yalan;lie;
edin;Learn;
bakın;Look;
yalnız;alone;
insan;human;
gördüm;I saw;
değildi;it was not;
merak;wonder;
insanlar;people;
polis;police;
ihtiyacım;I need;
erkek;male;
görüşürüz;See you;
dün;yesterday;
ah;Ah;
haber;news;
la;la;
musunuz;Do you;
babam;my father;
gidiyor;going;
pekâlâ;all right;
yi;yi;
olmuş;dead;
akşam;evening;
den;from;
geçen;last;
sakin;do not;
ha;Ha;
sanki;if;
beş;five;
karar;decision;
nefret;hate;
sabah;morning;
yaptım;I did;
veya;or;
dikkat;attention;
umarım;I hope;
yerine;instead;
çabuk;quickly;
etme;to;
olması;being;
farklı;different;
değilsin;You are not;
ay;moon;
sonunda;finally;
gördün;you saw;
ettim;I have;
sence;what do you think;
fark;difference;
üzerinde;over;
aptal;silly;
kendimi;Myself;
tamamen;completely;
oldukça;quite;
su;That;
boyunca;throughout;
kendine;yourself;
tarafından;by;
yeter;enough;
dünya;world;
u;u;
yı;yi;
olduğumu;I have;
bunları;these;
vardır;has;
öldü;died;
olursa;should;
açık;open;
neyse;anyway;
annem;My mother;
kes;cut;
İlk;First;
istediğim;I want;
adı;First Name;
dr.;d.;
yaptın;you did;
yap;do;
hangi;which;
olamaz;can not;
ancak;but;
söyledim;I told;
görünüyor;it seems;
dört;four;
yüzünden;because;
aldım;I got;
olsa;Although;
birşey;something;
birisi;someone;
be;ba;
yoktu;did not have;
kolay;easy;
dolar;dollar;
dedi;said;
sahip;owner;
ise;if;
olmadığını;whether;
yanında;beside;
gelecek;the future;
adamı;man;
bende;Me too;
buldum;I found;
yol;way;
geldim;I came;
bazen;sometimes;
konuşmak;talk;
başına;per;
gitmek;go;
anlıyorum;I understand;
beraber;together;
henüz;yet;
yapıyor;doing;
yolu;way;
bitti;it's over;
onların;they;
cevap;reply;
evde;at home;
yardımcı;helper;
zamanı;the time;
almak;receive;
konusunda;about;
genç;young;
oldum;became;
nun;the;
takip;follow;
kal;remain;
öyleyse;then;
kahretsin;damn;
durum;status;
tabi;subject;
günü;day;
ateş;fire;
adamın;the man;
muhtemelen;probably;
adım;step;
istedim;I wanted;
söylemek;say;
azından;least;
düşündüm;I thought;
le;la;
yaptı;made;
neredeyse;almost;
eder;it;
olun;be;
yeniden;again;
düşünüyorsun;you are thinking;
ciddi;serious;
vay;Wow;
herhangi;any;
ev;home;
hızlı;fast;
sanmıyorum;I do not think so;
süre;time;
içeri;inside;
altında;under;
mükemmel;excellent;
göz;eye;
kan;blood;
düşünüyorum;I'm thinking;
ara;Search;
boş;null;
miyiz;Can;
konuda;subject;
halde;although;
duydum;I heard;
oğlum;son;
şeyin;thing;
uzak;far;
gelen;incoming;
aç;hungry;
işin;ray;
hayatta;in life;
çıktı;output;
sakın;do not;
saniye;second;
yakın;near;
anladım;understood;
garip;strange;
john;John;
olduğuna;that;
on;front;
arada;between;
hayal;dream;
gidiyorum;I'm going;
araba;car;
çeviri;Translation;
çalışıyorum;I'm trying;
jack;jack;
söylüyor;says;
sürü;herd;
hepimiz;we all;
kaldı;stayed;
galiba;probably;
canım;My dear;
hayatım;sweetheart;
rahat;comfortable;
kimin;whose;
alo;Hello;
olacağım;I will be;
güçlü;strong;
savaş;war;
verdi;gave;
ta;t;
ortaya;out;
şeye;thing;
bebeğim;my baby;
başladı;started;
dersin;of course;
gelip;to come;
hayat;life;
bilirsin;you know;
çalışıyor;working;
durumda;in the case;
hatta;even;
geldin;You came;
yaptığını;do that;
sende;cents to;
olay;event;
şeyleri;things;
adamım;man;
kesin;exact;
arasında;between;
arkadaşım;friend;
hareket;movement;
altı;six;
bebek;baby;
kardeşim;my brother;
çocuğu;children;
böylece;thus;
acaba;I wonder;
sürekli;continuous;
bin;thousand;
ihtiyacı;need;
haklısın;You are right;
soru;question;
olmadan;without;
hava;air;
terk;abandonment;
silah;weapon;
olacağını;would be;
yapacağım;I will do;
gelir;income;
varsa;If;
komik;funny;
kısa;short;
aynen;exactly;
etmeye;Do not;
üzerine;over;
el;hand;
zarar;damage;
şaka;joke;
birinin;one's;
güle;bye;
zamanda;time;
siktir;Fuck;
daki;on;
acele;rush;
telefon;telephone;
ait;belonging to;
gizli;hidden;
oyun;game;
kızı;daughter;
şuna;following the;
diyorsun;you say;
yeterince;enough;
verdim;I gave;
evlat;child;
geçti;passed;
baban;your father;
olmayacak;will be;
dışında;outside;
yolunda;right;
hepsini;all;
uygun;appropriate;
dans;dance;
günaydın;Good Morning;
kapıyı;the door;
olurdu;it would be;
tuhaf;strange;
memnun;satisfied;
hissediyorum;I am feeling;
fikir;idea;
yüksek;high;
new;new;
olmadı;It was not;
beyler;gentlemen;
tür;kind;
verin;give;
değildir;it is not;
korkunç;terrible;
rahatsız;uncomfortable;
gidiyoruz;We are going;
gerektiğini;ought;
geceler;nights;
aldı;took;
gidiyorsun;You are going;
iyiyim;I'm fine;
kere;times;
sanıyordum;I thought;
eden;community;
gelin;bride;
veriyorum;I am giving;
edecek;will;
beyaz;white;
yaşlı;old;
mümkün;possible;
neyi;what;
dolu;full;
içine;into;
çıkar;interest;
ölüm;death;
sensin;you;
nasılsın;how are you doing;
bilmek;know;
belli;certain;
sanıyorsun;You thought you;
sevindim;I'm glad;
yakında;soon;
varmış;had;
tahmin;prediction;
sam;Sam;
herif;guy;
durun;stay;
parayı;money;
şöyle;As;
yalnızca;Only;
vermek;give;
biliyordum;I knew;
ediyorsun;you're;
acı;pain;
yapamam;I can not do;
mısınız;Are you;
yapmaya;making;
neydi;what was it;
hasta;patient;
üzere;in;
yapacağız;we will do;
istedi;wanted;
çeneni;up;
güvenlik;security;
berbat;wretched;
annen;mother;
bizimle;with us;
geliyorum;I am coming;
İçeri;Inside;
yapacak;will make;
dair;about;
başkan;president;
dedin;you said;
neyin;what;
sizinle;With you;
dikkatli;careful;
anladın;you understand;
yapıyorum;I'm doing;
ihtiyacın;Your need;
olmayan;non-;
ihtiyacımız;we need;
ölü;dead;
aile;family;
bırakın;release;
birine;to someone;
istediğini;he wanted;
tatlı;dessert;
deli;mad;
milyon;million;
normal;normal;
söyledin;You said;
dışarıda;outside;
insanların;peoples;
diyorum;I say;
sefer;expedition;
olup;The;
pardon;pardon;
otur;sit down;
yemin;oath;
ana;mother;
te;t;
keşke;if only;
ettin;you've;
dünyanın;the world;
şans;chance;
baş;top;
affedersiniz;Excuse me;
evine;house;
biliyoruz;we know;
aşağı;down;
yeri;place;
İnsanlar;People;
millet;nation;
aşk;love;
bununla;With this;
çık;exit;
kapa;Collapse;
miydi;was;
at;horse;
durumu;status;
bilmem;I do not know;
arkadaş;friend;
kendisi;itself;
herkesin;everybody's;
kusura;defect;
doğum;birth;
yapar;makes;
charlie;charlie;
isterim;I want;
istersen;if you want;
yaşında;aged;
michael;michael;
cidden;really;
oradan;from there;
the;the;
kahve;coffee;
hata;error;
seks;sex;
kızlar;girls;
kaptan;captain;
yavaş;slow;
alıp;take;
bakma;do not look;
hayatını;his life;
dek;until;
yeterli;enough;
mıydı;was;
zamandır;time;
asıl;noble;
bunların;these;
hoşça;nicely;
önünde;in front of;
sessiz;quiet;
kızım;my daughter;
frank;franc;
erken;early;
aldın;lower;
york;york;
sıcak;hot;
tehlikeli;dangerous;
amerika;America;
düşünüyor;think;
dön;frost;
bilgi;information;
getir;bring;
güç;power;
hak;right;
ufak;small;
buradayım;buradayım;
bilmiyor;he does not know;
cinayet;murder;
diyor;says;
gelmiş;have come;
üstüne;over;
mesaj;message;
nefes;breath;
ele;addressed;
birçok;many;
olmasını;not the;
yüz;face;
basit;simple;
yukarı;up;
çek;Check;
olduğum;I'm;
köpek;dog;
duydun;you heard;
edeceğim;I will make;
evi;the House;
gayet;very;
şarkı;song;
tıpkı;just as;
benziyor;looks like;
anlaşıldı;roger;
inanamıyorum;I cant believe;
olduğun;you are;
bulmak;find;
söylüyorum;I say;
kızın;your daughter;
vakit;time;
n;n;
yıldır;years;
görüyorum;I see;
haklı;right;
ses;sound;
olsaydı;had;
sonraki;next;
konu;subject;
almaya;take;
gitmem;I dont go;
işler;works;
muhteşem;spectacular;
görünüyorsun;you look;
gidin;Go;
olacaksın;you will be;
neye;what;
dalga;wave;
film;film;
adını;name;
kimsenin;anyone;
bi;one;
yerinde;in place;
bayım;sir;
bilmiyordum;I did not know;
yapmam;I do not;
yapacaksın;you do;
istediğin;you want;
koca;husband;
yu;yu;
buldun;you found;
olmalısın;You should be;
ikinci;second;
anlamıyorum;I do not understand;
hatırlıyor;remember;
insanları;people;
noel;Christmas;
acil;urgent;
mike;mike;
parti;party;
george;George;
lan;man;
sebebi;reason;
fena;bad;
söylemiştim;I say;
yedi;seven;
tom;tom;
joe;joe;
özellikle;especially;
zamanlar;times;
yaptığı;his;
bilir;knows;
yaparım;I do;
alabilir;can take;
birden;suddenly;
ajan;agent;
yanına;next;
sebep;reason;
eğlenceli;funny;
dedektif;detective;
adına;in the name of;
düşün;think;
rağmen;despite;
olmaya;not to;
tut;Keep;
görünüşe;appearance;
herhalde;I suppose;
söylüyorsun;you say;
yapalım;let's do;
buradaki;here;
yoktur;There is no;
zavallı;poor;
david;david;
yemeği;food;
baksana;heigh;
temiz;clean;
babası;father;
arkadaşın;your friend;
içki;drink;
söyleme;mention;
burda;here;
İşe;If;
allah;God;
parçası;Part of it;
s;s;
biriyle;with a;
üstünde;on;
şeyden;the thing;
istiyorsan;if you want;
uyuşturucu;drug;
konuşma;talk;
olduğundan;because;
öldürmek;kill;
sesini;your voice;
bekliyor;waiting;
suç;crime;
görüyor;sees;
gerçeği;truth;
alın;Learn;
katil;join;
sevgili;dear;
peter;Peter;
yerini;place;
defa;times;
gerekir;must;
müzik;music;
kayıp;lost;
güvenli;safe;
tercih;choice;
patron;boss;
sayın;Dear;
gerekiyordu;It was supposed;
çoğu;most;
değiliz;We are not;
işim;name;
geldik;we came;
kimseye;anyone;
çoktan;already;
dürüst;honest;
alacağım;I will;
eskiden;formerly;
teklif;bid;
arkadaşı;his friend;
dolayı;because;
numara;number;
sonsuza;infinity;
geldiniz;welcome;
bilemiyorum;I do not know;
sonu;end;
olma;being;
unutma;forgetting;
kırmızı;red;
teslim;delivery;
canlı;Alive;
oda;room;
yapan;who;
saçma;absurd;
işini;Your job;
babamın;my fathers;
yaptığın;you do;
soğuk;cold;
verir;gives;
kimsin;who are you;
bahsediyorsun;talking about;
bağlı;connected;
yapabilirim;I can;
onlardan;from them;
bizden;U.S;
süper;super;
bulduk;we found;
hanımefendi;lady;
herşey;everything;
seviyor;love;
alan;domain;
yaşıyor;lives;
olmasın;whether;
onlarla;with them;
davet;invitation;
yapmış;made;
ölmüş;dead;
yürü;walk;
sahibi;owner;
kalk;get up;
elinde;in your hand;
umurumda;care;
sıra;desk;
istemiyor;does not want;
çalışıyorsun;Are you trying;
çocukları;children;
tanıyor;knows;
burayı;here;
görmeye;seeing;
kalan;remaining;
istiyoruz;we want;
sert;hard;
tamamdır;it is okay;
olası;possible;
fikrim;my idea;
aşık;in love;
günler;days;
adamlar;men;
dava;case;
sene;year;
çekil;get out;
iyisi;good;
sağol;thanks;
bakayım;Let me see;
zorundayım;I have to;
anlat;tell;
kavga;fight;
anlamı;meaning;
İyiyim;I'm fine;
alır;gets;
görmedim;I did not see;
kendime;to myself;
kral;king;
kalmak;stay;
geldiğini;that came;
okul;school;
şehir;city;
gitsin;let go;
park;Park;
bekleyin;wait;
gelmek;come;
İş;Business;
kapı;door;
yaptığım;I made;
anlamına;meaning;
takım;team;
yola;way;
altına;under;
kendim;myself;
